Missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
ml114	114	1		1																																																	16	16			50		3		255	255	255	1			teethMissile	1024	30	16		1		15	3	1		1		1		1	4				1											1	1	1			1					sk67	4																																							32			so2478	so2384	so0		ml204															0
ml115	115	11		1																																																					13		5		255	178	64				CorpseExplodeGuts	1024	13	16								1									1						1			1			1	1								sk74	4		8																																					4	1		so0	so0	so0			ml20	ml21													0
ml116	116	11		1																																																					13		5		255	178	64				CorpseExplodeGutsPoison	1024	13	16								1									1						1			1			1												8																																					4			so0	so0	so0																	0
ml117	117	11		1																																																					13		5		255	178	64				CorpseExplodeGuts	1024	13	16								1				1	10				1						1			1			1												8																																					4	1		so0	so0	so0																	0
ml118	118	1		1																																																	12	12			30										poisonNova	1024	30	16					3	1		1		1		1	4				1												1				1					sk92			8																																				80	32			so2473	so0	so0																	0
ml119	119	1	10	1																																																	24	24		-1000	14				81	81	255				FrostNova	1024	14	16					3			1		1		1	4				1												1	1			1					sk44	4																																						48	16			so2422	so0	so0	ol36																0
ml120	120	1		1																																																	24	24			40				255	255	255	1			Arrow	1024	1	16					3	1		1		1							1				1	1						1	1	1					1				4		8		128			1						1																									10	32			so309	so0	so0																	0
ml121	121	1		1																																																	24	24			40		5		255	178	64	1		1	FireArrow	1024	8	16					3	1		1		1							1				1	1						1	1	1			1		1				4		8		128			1						1							fire	2						4											10	32			so2242	so2413	so0		ml29															0
ml122	122	1		1																																																	24	24			40		5		81	81	255	1		1	IceArrow	1024	8	16					3	1		1		1							1				1	1						1	1	1			1		1				4		8		128			1						1							cold	2						4							50				10	32			so2233	so359	so0		ml30															0
ml123	123	8		9																	3	Subloops																															16	16			16		4		255	255	255	1		2	null	1024	2	16					3			1		1							2											1	1	1			1					sk49	4																																							1			so0	so0	so0			ml124							ml99							0
ml124	124	1		1																																																					10		3	4	255	255	255	1			ChargedBolt	1024	10	16		1	2	8	3			1		1							1											1		1			1						4		8																		ltng	2	3	3	3	3	3	5	3	3	3	3	3							16			so0	so0	so0																	0
ml125	125	1		1																																																	9	9			40		5		255	255	255	2			poisonNova	1024	30	16					3	1		1		1							1											1	1	1			1						4		8		128																																			32			so438	so0	so0																	0
ml126	126	1		1																																																	12	12			40		5		255	255	255	2		1	Icebolt	1024	6	16					3	1		1		1							1											1	1	1			1						4		8		128																																			16			so430	so0	so0		ml30															0
ml127	127	1		1																																																	14	14			40		5		255	255	255	2		1	Firebolt	1024	5	16					3	1		1		1							1											1	1	1			1						4		8		128																																			16			so426	so2413	so0		ml29															0
ml128	128	1		1																																																	14	14			40		5		255	255	255	2		1	ChargedBolt	1024	10	16					3	1		1		1							1											1	1	1			1						4		8		128																																			16			so423	so0	so0																	0
ml129	129	1	1	1	1																												3	damage radius							3	explosions radius	1	explosions density									14	14			30		8		255	178	64	1		1	Fireball	1024	5	16					3	1		1		1							1					1						1	1				1						5	2	8																		fire	3	12	12	12	12	12	6	12	12	12	12	12							16			so429	so2419	so0		ml42											ml265				0
ml130	130	6		6																	4	no light freq																															12	12			10		8		255	178	64			1	groundFireBig	1024	2	16		1	1	2	8			1		1	1						1																1								8																																				32	1			so0	so0	so0			ml131							ml131	ml104	ml105					0
ml131	131	5		5		3																																											19	hit sound chance (128)							90		2	4	255	178	64			1	groundFireSmall	1024	37	16		1	12	36	3				1		1						1																1								2																		fire	2	2	3	3	3	3	3	2	3	3	3	3						32	1		41	so2577	so0	so0																	0
ml132	132	1																																																							60									1	Meteor	1024	12	16						1		1			1																																																																			1			so0	so0	so0																	0
ml133	133	9	18	1	14																59	frames	25	fallrate	15	sliderate								range (0 = skill)	1	flames increment					5	# submissile1	3	# submissile3	15	# submissile4											60		4		255	64	64			1	MeteorTargetIndicator	1024	17	16								1			1						1					1											1					sk171	5	2	8																																					1			so0	so0	so0						ml681				ml132	ml102		ml103	ml154	ml105	ml104	0
ml134	134	1		1					2	none																																															16		13		255	178	64				ExpArrowExplode	1024	16	16								1									1						1			1			1	1			1						4		8																																					1			so0	so0	so0																	0
ml135	135	1		1																																																	16	16			50				255	255	255	1		1	Arrow	1024	1	16					3	1		1		1							1			1	1							1	1	1									4		8		128																																		10	32			so309	so0	so0																	0
ml136	136	1		1																																																	16	16			50		9		255	178	64	1		1	FireArrow	1024	8	16					3	1		1		1							1			1								1	1	1			1						4		8					1	6	6	6	6	6	3	6	6	6	6	6		fire	5	12	12	12	12	12	11	12	12	12	12	12						10	32			so2242	so2413	so0		ml29															0
ml137	137	1		1																																																	12	12			15		2		64	255	64	1		1	FrogPoisonMissile	1024	7	16					3	1		1		1							1											1	1	1		33	1						4																				fire	9	5	5	5	5	5	9	5	5	5	5	5		500				176	16			so0	so0	so0																	0
ml138	138	1		1																																																	12	12			18		2		64	255	64	1		1	FrogPoisonMissile	1024	7	16					3	1		1		1							1											1	1	1		33	1						4																				fire	9	5	5	5	5	5	9	5	5	5	5	5		700				176	16			so0	so0	so0																	0
ml139	139	1		1																																																	12	12			40		2		64	255	64	8		1	FrogPoisonMissile	1024	7	16					3	1		1		1							1					1						1	1	1		33	1						4																				pois	11						18							800				176	16			so1953	so0	so0		ml140															0
ml140	140	1		1																																																					15				255	255	255				GooHit	1024	15	16						1		1									1											1		1									4		8																																					1			so0	so0	so0																	0
ml141	141	1		1																																																	1	15			25				255	255	255				PoisonSmokePuff	1024	26	16								1									1											1		1			1						4		8																																					4			so2595	so0	so0																	0
ml142	142	1		1																																																					20		1		255			1			CurseArea	1024	20	16								1									1											1					1								8																																					16			so0	so0	so0																	0
ml143	143	1		1	15																																																1	1			16										Spider_Goo_Missile	1024	17	16					1			1			1						1					1						1					1																																													8			so0	so0	so0		ml146				ml146											0
ml144	144	1		1							7	Minimum range																																									12	12			30		4		255	178	64	3			Flamethrower	1024	15	16					3			1									1								1			1					1								8																		fire	2	4	4	4	4	4	4	4	4	4	4	4						32	1		82	so2433	so0	so0																	0
ml145	145	1		1							7	Minimum range																																									12	12			30		4		255	178	64	3			Flamethrower2	1024	15	16					3			1									1								1			1					1								8																		fire	2	4	4	4	4	4	4	4	4	4	4	4						32	1			so2433	so0	so0																	0
ml146	146	1		1	16																																																				200									1	Spider_Goo_Disappear	1024	9	16		1		1	3			1	1	1	1						3											1					1																																													8			so0	so0	so0																	0
ml147	147	1		1																																																	3	5			20		1		255			6			CurseCast	1024	25	16								1									1											1					1								8																																					1			so0	so0	so0																	0
ml148	148	1		1	17																																																12	12		-1000	12				192	192	192	1			BAYellShockWave01	1024	15	16					3			1									1																1																																													32			so2490	so0	so0																	0
ml149	149	1		1	18				2	Vel / level increase																																											30	30		-500	15				192	192	192	1			BAYellShockWave01	1024	15	16					3		1										1																1																																													32			so2490	so0	so0																	0
ml150	150	1		1																																																	4	4			100				255	255	255				FireSmoke	1024	26	16																												1					1																																													4			so0	so0	so0																	0
ml151	151	1		1																																																					10	10	5		255	178	64				null	1024	2	16								1															1			1																																																				1			so0	so0	so0																	0
ml152	152	1		1																																																					10	10	5		128	255	128				null	1024	2	16								1															1			1																																																				1			so0	so0	so0																	0
ml153	153	1		1																																																					10	10	5		81	81	255				null	1024	2	16								1															1			1																																																				1			so0	so0	so0																	0
ml154	154	1		1																																																					10	10	5		255	255	255				null	1024	2	16								1															1			1																																																				1			so0	so0	so0																	0
ml155	155	4		3					2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."									24	spawn rate	1	number	6	radius																															80		2		128	255	128			1	PoisonSparks	1024	31	16		1	10	19	3			1		1	1						1											1					1								1																		pois	2	1	1	1	1	1	2	1	1	1	1	1		175					8			so2595	so0	so0										ml141							0
ml156	156	4		1					2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."									6	spawn rate	2	number	6	radius																											4	4			80		3		81	81	255	1			null	1024	2	16					3			1		1	1						1											1					1					sk60			8																																				48	1			so0	so0	so0										ml157							0
ml157	157	1		1																																																	1	15			25		3		81	81	255				ChillBloodPuff	1024	26	16								1									1											1		1			1						4		8																																				48	1			so0	so0	so0																	0
ml158	158	13		10																																																					50		9		81	81	255			1	null	1024	2	16								1			1						1									1							1								8																																					1			so2393	so0	so0			ml159							ml159	ml162						0
ml159	159	1	19	3																	140	fall distance	4	fall rate																																	9									1	icestormfallvar01	1024	6	16					3			1									2					1				1			1	1			1					sk59	4																																							1			so2393	so2394	so0													ml163	ml165			0
ml160	160	1	19	3																	140	fall distance	5	fall rate																																	9									1	icestormfallvar02	1024	6	16					3			1									2					1				1			1	1			1					sk59	4																																							1			so2393	so2394	so0													ml163	ml165			0
ml161	161	1	19	3																	140	fall distance	4	fall rate																																	9									1	Blizzard	1024	8	16					3			1									2					1				1			1	1			1					sk59	4																																							1			so2393	so2394	so0													ml163	ml165			0
ml162	162	1	19	3																	140	fall distance	5	fall rate																																	9									1	Blizzard	1024	8	16					3			1									2					1				1			1	1			1					sk59	4																																							1			so2393	so2394	so0													ml163	ml165			0
