Name	description - not loaded	Id	Token	SpawnMax	Selectable0	Selectable1	Selectable2	Selectable3	Selectable4	Selectable5	Selectable6	Selectable7	TrapProb	SizeX	SizeY	nTgtFX	nTgtFY	nTgtBX	nTgtBY	FrameCnt0	FrameCnt1	FrameCnt2	FrameCnt3	FrameCnt4	FrameCnt5	FrameCnt6	FrameCnt7	FrameDelta0	FrameDelta1	FrameDelta2	FrameDelta3	FrameDelta4	FrameDelta5	FrameDelta6	FrameDelta7	CycleAnim0	CycleAnim1	CycleAnim2	CycleAnim3	CycleAnim4	CycleAnim5	CycleAnim6	CycleAnim7	Lit0	Lit1	Lit2	Lit3	Lit4	Lit5	Lit6	Lit7	BlocksLight0	BlocksLight1	BlocksLight2	BlocksLight3	BlocksLight4	BlocksLight5	BlocksLight6	BlocksLight7	HasCollision0	HasCollision1	HasCollision2	HasCollision3	HasCollision4	HasCollision5	HasCollision6	HasCollision7	IsAttackable0	Start0	Start1	Start2	Start3	Start4	Start5	Start6	Start7	EnvEffect	IsDoor	BlocksVis	Orientation	Trans	OrderFlag0	OrderFlag1	OrderFlag2	OrderFlag3	OrderFlag4	OrderFlag5	OrderFlag6	OrderFlag7	PreOperate	Mode0	Mode1	Mode2	Mode3	Mode4	Mode5	Mode6	Mode7	Yoffset	Xoffset	Draw	Red	Green	Blue	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SubClass	Xspace	Yspace	NameOffset	MonsterOK	OperateRange	ShrineFunction	Restore	Parm0	Parm1	Parm2	Parm3	Parm4	Parm5	Parm6	Parm7	Act	Lockable	Gore	Sync	Flicker	Damage	Beta	Overlay	CollisionSubst	Left	Top	Width	Height	OperateFn	PopulateFn	InitFn	ClientFn	RestoreVirgins	BlockMissile	DrawUnder	OpenWarp	AutoMap
Altar	inside of temple	458	6x											2	3					20								150	60	175	256	256	256	256	256	1	1															1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1							1								2				-70		2		1									16				0	100	1								3							
dummy	Drehya Start In Town	459	ss											1	1					1								256	256	128	128	128	128	128	128																																													1											1										1	255	255	255		1															1				-80		2		1									16				0	100										66						
dummy	Drehya Start Outside Town	460	ss											1	1					1								256	256	128	128	128	128	128	128																																													1											1										1	255	255	255		1															1				-80		2		1									16				0	100										67						
dummy	Nihlathak Start In Town	461	ss											1	1					1								256	256	128	128	128	128	128	128																																													1											1										1	255	255	255		1															1				-80		2		1									16				0	100										68						
dummy	Nihlathak Start Outside Town	462	ss											1	1					1								256	256	128	128	128	128	128	128																																													1											1										1	255	255	255		1															1				-80		2		1									16				0	100										69						
hidden stash	icecave_	463	6y	1	1								15	1	1					1	7	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								15				0	100	1			18				4	3	3		1				
healthshrine	icecave_	464	8a		1									2	2					1	13	1	1					256	125	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-95		2		1	1	282							16				0	100				1	282			2	2	1						310
manashrine	icecave_	465	8b		1									2	2					1	13	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	172							16				0	100				2	172			2	2	1						310
evilurn	icecave_	466	8c	1	1								15	1	1					1	7	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18							255	16				0	100	1			18				68	3	3		1				
icecavejar1	icecave_	467	8d	1	1									1	1					1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1			1	1	1	1	1	1								1												3			1							1	1	1	1								1	255	255	255		1															1	8	1	1	-55	1	2		1									16				0	100								3	1	2		1		1		
icecavejar2	icecave_	468	8e	1	1									1	1					1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1			1	1	1	1	1	1								1												3			1							1	1	1	1								1	255	255	255		1															1	8	1	1	-55	1	2		1									16				0	100								3	1	2		1		1		
icecavejar3	icecave_	469	8f	1	1									1	1					1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1			1	1	1	1	1	1								1												3			1							1	1	1	1								1	255	255	255		1															1	8	1	1	-55	1	2		1									16				0	100								3	1	2		1		1		
icecavejar4	icecave_	470	8g	1	1									1	1					1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1			1	1	1	1	1	1								1												3			1							1	1	1	1								1	255	255	255		1															1	8	1	1	-55	1	2		1									16				0	100								3	1	2		1		1		
icecavejar4	icecave_	471	8h	1	1									1	1					1	8	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1			1	1	1	1	1	1								1												3			1							1	1	1	1								1	255	255	255		1															1	8	1	1	-55	1	2		1									16				0	100								3	1	2		1		1		
icecaveshrine2	icecave_	472	8i		1									2	2					13	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
cagedwussie1	caged fellow	473	60											3	3					1			1									128	128	128	128	1									10	5						1	1	1	1											1					28	29								2											1											255	255	255		1															1				-150		2		1									16				0	100	1									62						310
Ancient Statue 3	statue	474	60		1		1							3	3					1	20	1	16	1				48	128		128	128	128	128	128	1								8		9						1	1	1	1	1				1	1	1	1																	2											1	1	1	1	1				-5	-5	1	255	255	255		1								1							2				-150		2		1									16			1	0	100	1							62		63						
Ancient Statue 1	statue	475	61		1		1							3	3					1	20	1	16	1				48	128		128	128	128	128	128	1								8		9						1	1	1	1	1				1	1	1	1																	2											1	1	1	1	1				-5	-5	1	255	255	255		1								1							2				-150		2		1									16			1	0	100	1							63		64						
Ancient Statue 2	statue	476	62		1		1							3	3					1	20	1	16	1				48	128		128	128	128	128	128	1								8		9						1	1	1	1	1				1	1	1	1																	2											1	1	1	1	1				-10	-8	1	255	255	255		1								1							2				-150		2		1									16			1	0	100	1							64		65						
deadbarbarian	seige/wilderness	477	8j	1	1								15	2	3					1	9	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
clientsmoke	client smoke	478	oz																	20								128								1																																																							1										1	255	255	255		1															1																	16				0	100											9					
icecaveshrine2	icecave_	479	8k		1									2	2					20	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
icecave_torch1	icecave_	480	8L											1	1					20	1	1						200	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
icecave_torch2	icecave_	481	8m											1	1					20	1	1						200	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
ttor	expansion tiki torch	482	2p											1	1					22	22	22						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
manashrine	baals	483	8n		1									2	2					1	13	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	172							16				0	100				2	172			2	2	1						310
healthshrine	baals	484	8o		1									2	2					1	13	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	1	172							16				0	100				2	172			2	2	1						310
tomb1	baal's lair	485	8p	1	1								15	5	3					1	5	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
tomb2	baal's lair	486	8q	1	1								15	5	3					1	6	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
tomb3	baal's lair	487	8r	1	1								15	5	3					1	6	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
magic shrine	baal's lair	488	8s		1									2	2					20	20	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
torch1	baal's lair	489	8t											1	1					20	1	1						200	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
torch2	baal's lair	490	8u											1	1					20	1	1						200	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
manashrine	snowy	491	8v		1									3	3					1	13	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	172							16				0	100				2	172			2	2	1						310
healthshrine	snowy	492	8w		1									3	3					1	13	1	1					256	125	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-95		2		1	1	282							16				0	100				1	282			2	2	1						310
well	snowy	493	8x		1	1								4	4					10	10	1						128	128	128	256	256	256	256	256	1	1	1														1	1	1						1	1	1																		3											1	1	1								1	255	255	255		1															1				-70		2		1	750	128	1	3					16			1	0	100								22	8	16						309
Waypoint	baals_waypoint	494	8y		1		1							5	5					1	20	20						200	200	100								1							18	19									1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		16				1	100	1							23		17						307
magic shrine	snowy_shrine3	495	8z		1									2	2					20	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
Waypoint	wilderness_waypoint	496	5a		1		1							5	5					1	20	20						200	200	100								1							18	19								1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		16				1	100	1							23		17						307
magic shrine	snowy_shrine3	497	5b		1									3	3					21	16	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
well	baalslair	498	5c		1	1								3	3					10	10	1						128	128	128	256	256	256	256	256	1	1	1														1	1	1						1	1	1																		3											1	1	1								1	255	255	255		1															1				-70		2		1	750	128	1	3					16				0	100								22	8	16						309
magic shrine2	baal's lair	499	5d		1									2	4					13	13	1	1					256	125	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1								2	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
object1	snowy	500	5e	1	1								15	2	2					1	10	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
woodchestL	snowy	501	5f	2	1								15	1	3					1	10	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16	1			0	100				20				4	3	3		1				
woodchestR	snowy	502	5g	2	1								15	3	1					1	11	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16	1			0	100				20				4	3	3		1				
magic shrine	baals_shrine3	503	5h		1									3	3					13	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
woodchest2L	snowy	504	5f	2	1								15	2	3					1	8	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16	1			0	100				20				4	3	3		1				
woodchest2R	snowy	505	5f	2	1								15	3	2					1	8	1							256																							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	20								16	1			0	100				20				4	3	3		1				
swingingheads	snowy	506	5k											5	2					22								120	60	175	256	256	256	256	256	1	1															1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1															1				-70		2		1									16				0	100	1								3							
debris	snowy	507	5l											4	4					22								120	60	175	256	256	256	256	256	1	1															1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1															1				-70		2		1									16				0	100	1								3							
pene	Pen breakable door	508	2q		1									1	7					1	10	1						128	128	128	128	128	128	128	128																	1	1	1	1	1	1	1	1	1								1												3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100								61	3							
magic shrine	temple	509	5h		1									4	3					20	13	1	1					256	256	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
mrpole	snowy	510	5k											5	5					21								60	60	175	256	256	256	256	256	1	1															1	1	1	1	1	1	1	1	1	1	1																		3											1										1	255	255	255		1															1				-70		2		1									16				0	100	1								3							
Waypoint	icecave 	511	5a		1		1							5	5					1	20	20						200	200	100								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		16				1	100	1							23		17						307
magic shrine	temple	512	5t		1									2	2					17	9	1	1					80	80	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
well	temple	513	5q		1	1								4	4					10	10	1						128	128	128	256	256	256	256	256	1	1	1														1	1	1						1	1	1																		3											1	1	1								1	255	255	255		1															1				-70		2		1	750	128	1	3					16				0	100								22	8	16						309
torch1	temple	514	5r											1	3					20	1	1						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2				-85		2		1									16				0	100									3							
torch1	temple	515	5s											1	1					20	1	1						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2				-85		2		1									16				0	100									3							
object1	temple	516	5u	1	1								15	1	1					1	8	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
object2	temple	517	5v	1	1								15	2	2					1	9	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
mrbox	baals	518	5w	1	1									3	1					1	7	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1			1	1	1	1	1	1								1												3			1							1	1	1	1								1	255	255	255		1															1	8	1	1	-55	1	2		1									16				0	100								3	1	2		1		1		
well	icecave	519	5x		1	1								3	3					10	10	1						128	128	128	256	256	256	256	256	1	1	1														1	1	1						1	1	1																		3											1	1	1								1	255	255	255		1															1				-70		2		1	750	128	1	3					16				0	100								22	8	16						309
magic shrine	temple	520	5y		1									2	2					20	20	1	1					200	200	256						1									17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1							1	1							3	1			-235		2		1	3	206							16				0	100				3	206			2	2	1						310
healthshrine	temple	521	5z		1									3	3					1	13	1	1					256	125	256															17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1	1							1	255	255	255		1															1	1			-95		2		1	1	282							16				0	100				1	282			2	2	1						310
manashrine	temple	522	3a		1									3	3					1	13	1							128																17							1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1	1			-95		2		1	2	172							16				0	100				2	172			2	2	1						310
red light	 (touch me)  for blacksmith	523	ss																	1																								18									1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1										1	255	160	55		1															1								1									16				1	100																
tomb1L	baal's lair	524	3b	1	1								15	3	5					1	5	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
tomb2L	baal's lair	525	3c	1	1								15	3	5					1	6	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
tomb3L	baal's lair	526	3d	1	1								15	3	5					1	6	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
ubub	Ice cave bubbles 01	527	2u											1	1					20								128	128	128	128	128	128	128	128	1																1	1	1	1	1	1	1	1																					3											1										1	255	255	255		1															1				-85		2		1									16				0	100									3							
sbub	Ice cave bubbles 01	528	2s											1	1					1	30	1						128	128	128	128	128	128	128	128																	1	1	1	1	1	1	1	1																					3											1	1	1								1	255	255	255		1															1				-85		2		1									16				0	100									3		10					
tomb1	redbaal's lair	529	3f	1	1								15	5	3					1	5	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
tomb1L	redbaal's lair	530	3g	1	1								15	3	5					1	5	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
tomb2	redbaal's lair	531	3h	1	1								15	5	3					1	6	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
tomb2L	redbaal's lair	532	3i	1	1								15	3	5					1	6	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
tomb3	redbaal's lair	533	3j	1	1								15	5	3					1	6	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
tomb3L	redbaal's lair	534	3k	1	1								15	3	5					1	6	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
mrbox	redbaals	535	3L	1	1									3	1					1	7	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1			1	1	1	1	1	1								1												3			1							1	1	1	1								1	255	255	255		1															1	8	1	1	-55	1	2		1									16				0	100								3	1	2		1		1		
torch1	redbaal's lair	536	3m											1	1					20	1	1						160	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2				-85		2		1									16				0	100									3							
torch2	redbaal's lair	537	3n											1	1					20	1	1						160	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2				-85		2		1									16				0	100									3							
candles	temple	538	3o											2	5					20	1	1						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2				-85		2		1									16				0	100									3							
Waypoint	temple	539	3p		1		1							5	5					1	20	20						200	200	100								1							18	19						1	1	1	1	1	1	1	1																					3											1	1	1								1	100	100	255		1							1								2	64			-70		2		1						5	2		16				1	100	1							23		17						307
deadperson	everywhere	540	3q	1	1								15	2	2					1	16	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
groundtomb	temple	541	3s	1	1								15	5	3					1	6	1							280							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
Dummy	Larzuk Greeting	542	ss																	1																																	1	1	1	1	1	1	1																																1											255	255	255		1															1								1									16				0	100										70						
Dummy	Larzuk Standard	543	ss																	1																																	1	1	1	1	1	1	1																																1											255	255	255		1															1								1									16				0	100										71						
groundtombL	temple	544	3t	1	1								15	3	5					1	6	1							280							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
deadperson2	everywhere	545	3u		1								15	2	2					1	11	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
ancientsaltar	ancientsaltar	546	4a		1									1	1					1	30	1							256																15	19						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1	1	1								1	255	255	255		1							1								2								1									16				0	100								65		72	12					1467
To The Worldstone Keep Level 1	ancientsdoor	547	4b		1		1							5	8					1	50	1							256																										1	1	1	1	1	1																															1	1	1						-47	17	1	255	255	255		1															1				-70		7		1									16				0	100			1	-30	-100	70	100	66		73						
eweaponrackR	everywhere	548	3x	2	1									2	1					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1											1		1								1	255	255	255		1															1				-50		2		1									16				0	100	1							20				1				
eweaponrackL	everywhere	549	3y	2	1									1	2					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													2											1		1								1	255	255	255		1															1				-50		2		1									16				0	100	1							20				1				
earmorstandR	everywhere	550	3z	2	1									2	1					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1											1		1								1	255	255	255		1															1				-50		2		1									16				0	100	1							19				1				
earmorstandL	everywhere	551	4c	2	1									1	2					1	1	1	1	1	1	1	1	256	256	256	256	256	256	256	256																	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													2											1		1								1	255	255	255		1															1				-50		2		1									16				0	100	1							19				1				
torch2	summit	552	9g											1	1					20	1	1						190	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2				-85		2		1									16				0	100									3							
funeralpire	outside	553	9h											3	4					20	1	1						130	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2				-85		2		1									16				0	100									3							
burninglogs	outside	554	9i											3	4					20	1	1						130	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1								2				-85		2		1									16				0	100									3							
stma	Ice cave steam	555	2o											1	1					22								128	128	128	128	128	128	128	128	1																1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1															1				-85		2		1									16				0	100									3							
deadperson2	everywhere	556	3v		1								15	2	2					1	11	1							256							1																1	1	1	1					1	1	1	1	1	1															3											1	1	1								1	255	255	255		1															1	8			-60	1	2		1	18								16				0	100	1			18				4	3	3		1				
Dummy	Baal's lair	557	ss																	1																																																																							1		1									255	255	255		1															1								1									16				0	100											11					
fana	frozen anya	558	2n		1									1	1					20		1						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1																				3											1		1								1	255	255	255		1							1	1							1				-85		2		1									16				0	100								67		74	15					1468
BBQB	BBQ Bunny	559	29											3	3					44	44	44						128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							3				-85		2		1									16				0	100									3							
btor	Baal Torch Big	560	25											1	1					22	22							128	128	128	128	128	128	128	128	1								19								1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													3											1	1	1								1	255	255	255		1							1	1							2				-85		2		1									16				0	100									3							
Dummy	invisible ancient	561	ss																	1																																																																							1		1									255	255	255		1															1						50		1									16			1	0	100								69			13					
Dummy	invisible base	562	ss											5	5					1																																								1																															1		1									255	255	255		1															1								1									16			1	0	100																
The Worldstone Chamber	baals portal	563	4x			1	1							1	1					1	50	40						256	256	256								1																	1	1	1	1	1	1	1	1																													1	1	1								1	255	255	255		1							1								2				-80		2		1									16			1	0	100								70		75	16					
Glacial Caves Level 1	summit door	564	4u		1	1	1													1	31	1						128	128	256															15	17									1	1	1	1	1					1	1	1	1																								1	1	1							-33	1	255	255	255		1															1				-30				1									16			1	0	100								71		76						
strlastcinematic	last portal	565	pp			1	1														15	15						128	128	128								1																	1	1	1	1	1		1	1		1	1	1	1																									1	1								1	255	255	255		1															1				-70				1									16			1	0	100								72		77						
Harrogath	last last portal	566	pp			1	1														15	15						128	128	128								1																	1	1	1	1	1	1	1	1		1	1	1	1																									1	1								1	255	255	255		1															1				-70				1									16			1	0	100								73		78						
Zoo	test data	567	ss																																																	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1											255	255	255		1															1								1									16				0	100										79	17					
Keeper	test data	568	7z											2	2					22								111								1																1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																								1										1	255	255	255		1															1								1									16				0	100											18					
Throne of Destruction	baals portal	569	4x			1	1							1	1					1	50	40						256	256	256								1																	1	1	1	1	1		1	1																													1	1	1								1	255	255	255		1							1								2				-70		2		1									16			1	0	100								70		75	16					
Dummy	fire place guy	570	7y											1	1					9								111								1																1								1																															1										1	255	255	255		1															1								1									16				0	100																
Dummy	door blocker	571	ss											5	2					1		1																																						1																															1		1								1	255	255	255		1															1								1									16			1	0	100																
Dummy	door blocker	572	ss											2	5					1		1																																						1																															1		1								1	255	255	255		1															1								1									16			1	0	100																
