Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
ms317	317	ms313		4	GiantUrchin	ms317		mt19	ma75		S7	1													2	4		6	6	1				mo0	mo0		15	15	15				95	95	95	90	90	90	6	6	6	15	15	15																						1	1												1	1																																																									2																																																																																																											0
ms318	318	ms318			Dummy	ms318		mt0	ma1		CO	1													1	1		2	2	1				mo0	mo0		15	15	15																																				1		1				1								1	1																																																									2																																																																																																											0
ms319	319	ms319			Dummy	ms319		mt0	ma1		PR	1													1	1		5	5	1				mo0	mo0		15	15	15																																				1		1				1				1				1	1																																																									2																																																																																																											0
ms320	320	ms320			Dummy	ms320		mt0	ma1		FJ	1													1	1		5	5	1				mo0	mo0		15	15	15																																				1	1	1				1								1	1																																																									2																																																																																																											0
ms321	321	ms321	ms322		Dummy	ms321		mt0	ma76		EH	1			ms19			NU							1	1				1	1	34	67	mo112	mo112	9	15	15	15				10	10	10	50	50	50																													1												1										sk167	S4	1																									-50																					2																																																																																																											0
ms322	322	ms321	ms323	1	Dummy	ms322		mt0	ma76		EH				ms19			NU							1	1				1	4	37	70	mo112	mo112	9	15	15	15				10	10	10	50	50	50																													1												1										sk167	S4	1																									-50																					2																																																																																																											0
ms323	323	ms321	ms324	2	Dummy	ms323		mt0	ma76		EH				ms19			NU							1	1				1	7	40	73	mo112	mo112	9	15	15	15				10	10	10	50	50	50																													1												1										sk167	S4	1																									-50																					2																																																																																																											0
ms324	324	ms321	ms325	3	Dummy	ms324		mt0	ma76		EH				ms19			NU							1	1				1	9	42	75	mo112	mo112	9	15	15	15				10	10	10	50	50	50																													1												1										sk167	S4	1																									-50																					2																																																																																																											0
ms325	325	ms321	ms711	4	Dummy	ms325		mt0	ma76		EH				ms19			NU							1	1				1	22	55	83	mo112	mo112	9	15	15	15				10	10	10	50	50	50																													1												1										sk167	S4	1																									-50																					2																																																																																																											0
ms326	326	ms326			a trap	ms326		mt0	ma77		9A	1													1	1				1				mo0	mo0		15	15	15				25	30	32	1	1	1	15	15	15																ml676																										1	1																																																					2																																																																																																											0
ms327	327	ms327			a trap	ms327		mt0	ma78		9A	1													1	1				1	1	34	67	mo107	mo107		15	15	15				5	5	5	15	15	15	30	23	18	200	200	200													ml241		ml245	ml243																							1	1					sk200	S1	1	sk207	S1	1																																											2												51	151	3001											50	150	5000											50	150	5000							S1	pois	100	33	33	150	100	33	33	150	100	33	33	150																																															0
ms328	328	ms328			a trap	ms328		mt0	ma79		9A	1													1	1				1	1	34	67	mo107	mo107		15	15	15				5	5	5	15	15	15	30	23	18	200	200	200													ml242		ml246	ml244																							1	1					sk200	S1	1	sk208	S1	1																																											2												51	151	3001											50	150	5000											50	150	5000							S1	pois	100	33	33	150	100	33	33	150	100	33	33	150																																															0
ms329	329	ms329			a trap	ms329		mt0	ma80		9A	1													1	1				1				mo0	mo0		15	15	15				20	20	20	1	1	1	15	15	15																ml677																										1	1					sk192	A1	1																																														2																																																																																																											0
ms330	330	ms330			a trap	ms330		mt0	ma77		9A	1													1	1				1				mo0	mo0		15	15	15				25	30	32	1	1	1	15	15	15																ml93																										1	1																																																					2																																																																																																											0
ms331	331	ms331			Kaelan	ms331		mt4	ma81		GU	1													1	1		6	6					mo3	mo3	11	15	15	15																																				1	1	1	1	1		1								1	1																																	100	100	100	-50	-50	-50																			2																																																																																																											0
ms332	332	ms332			Dummy	ms332		mt0	ma82		K9	1													1	1								mo0	mo0		15	15	15				4	4	4	5	5	5	125	125	125																									1	1																1																																																						2																																																																																																											0
ms333	333	ms243	ms705		Diablo	ms243		mt2	ma51		DI	1													1	1		8	8		110	110	110	mo43	mo43	14	15	13	12																																													1		1	1		1										sk193	SC	2	sk194	S2	2	sk195	S1	4	sk197	S3	2	sk198	mq28	5	sk188	S3	8	sk199	S3	1	sk349	S3	5	15	15	15	-10	-10	-10	50	50	75	75	75	75	50	50	75	75	75	75	50	50	95	95	95	95	2			1	50	50	50	5	6427	6427	87	3462	77	197	313	113	257	251				6427	6427	140	3462	100	190	215	110	230	200				6427	6427	140	3462	100	190	215	110	230	200																																																													1			0
ms334	334	ms334	ms335		SuckerNest	ms334		mt0	ma83		DH				ms114	-2	-2	NU							1	1				1				mo0	mo0		15	15	15				16	17	21	25	26	27	200	180	175																									1	1												1										sk167	mq34	1																																														2								207	550	84	196										400	550	65	350										400	550	65	350																																																				Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
ms335	335	ms334	ms336	1	FeederNest	ms335		mt0	ma83		DH				ms115	-2	-2	NU							1	1				1				mo0	mo0		15	15	15				16	18	22	25	26	27	200	180	175																									1	1												1										sk167	mq34	1																																														2								216	550	84	196										400	550	65	350										400	550	65	350																																																				Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
ms336	336	ms334	ms337	2	BloodHookNest	ms336		mt0	ma83		DH				ms116	-2	-2	NU							1	1				1				mo0	mo0		15	15	15				16	19	23	25	26	27	200	180	175																									1	1												1										sk167	mq34	1																																														2								214	550	84	196										400	550	65	350										400	550	65	350																																																				Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 1 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 1 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
ms337	337	ms334		3	BloodWingNest	ms337		mt0	ma83		DH				ms117	-2	-2	NU							1	1				1				mo0	mo0		15	15	15				16	20	24	25	26	27	200	180	175																									1	1												1										sk167	mq34	1																																														2								214	550	85	201										400	550	65	350										400	550	65	350																																																				Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 1 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 1 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
ms338	338	ms338			Guard	ms338		mt4	ma61		GU	1													1	1		7	11		1	34	67	mo2	mo2	11	1	1	1				1	1	1																														1		1				1								1	1									sk10	mq31	1																						100	100	100	-50	-50	-50																			4																																																																																																											0
ms339	339	ms339			Dummy	ms339		mt0	ma1		LS	1													1	1		1	2	1				mo114	mo114		15	15	15																																						1				1								1	1																																																									2																																																																																																											0
ms340	340	ms340			dummy	ms340		mt5	ma1		67	1													1	1					12	45	78	mo22	mo22	1	15	15	15																																						1												1	1	1		1																																								70	70					90	200	50				90	200									193	385	84											250	250	35											250	250	35																																																																							0
ms341	341	ms341			dummy	ms341		mt5	ma1		66	1													1	1					12	45	78	mo22	mo22	1	15	15	15																																						1												1	1	1		1																																								70	70					90	200	50				90	200									193	385	84											250	250	35											250	250	35																																																																							0
ms342	342	ms342			dummy	ms342		mt5	ma1		69	1													1	1					12	45	78	mo22	mo22	1	15	15	15																																						1												1	1	1		1																																								70	70					90	200	50				90	200									193	385	84											250	250	35											250	250	35																																																																							0
ms343	343	ms343			dummy	ms343		mt5	ma1		68	1													1	1					12	45	78	mo22	mo22	1	15	15	15																																						1												1	1	1		1																																								70	70					90	200	50				90	200									193	385	84											250	250	35											250	250	35																																																																							0
ms344	344	ms344			Dummy	ms344		mt5	ma84		BW	1													1	1					7	40	73	mo23	mo23	1	15	15	15																																				1		1												1	1	1		1						sk78	NU																																	70	70					90	200	50				90	200	2		1						19	19	35											147	147	174											431	431	334																																																																							0
ms345	345	ms345	ms346		Council Member	ms345	mp4	mt46	ma85		HP	1													1	1		6	12	1	25	56	88	mo35	mo35	11	15	13	12				75	75	75	25	25	15	125	100	75	40	45	45	70	75	75	8	8	8	15	15	15	30	30	30			ml343							1								1		1			1	1									sk421	S1	2	sk179	S1	2																			100	85	66	-50	-33	-25													50		120	33	33	33					25	25	25	5	191	381	85	149	51	119	93							200	350	110	150	50	120	140							200	350	110	150	50	120	140																																																	Council	Council	Council		Council (N)	Council (N)	Council (N)		Council (H)	Council (H)	Council (H)								0
ms346	346	ms345	ms347	1	Council Member	ms346	mp5	mt46	ma85		HP	1													1	1		8	12	1	25	56	88	mo35	mo35	11	15	13	12				60	60	60	30	30	15	125	100	75	35	40	40	75	75	75	11	11	11	13	13	13	30	30	30			ml343							1								1		1			1	1									sk421	S1	3	sk179	S1	3																			100	85	66	-50	-33	-25													50		33	100	33	33					25	25	25	5	191	381	85	149	51	119	93							200	350	110	150	50	120	140							200	350	110	150	50	120	140																																																	Council	Council	Council		Council (N)	Council (N)	Council (N)		Council (H)	Council (H)	Council (H)								0
ms347	347	ms345		2	Council Member	ms347	mp6	mt46	ma85		HP	1													1	1		10	12	1	25	56	88	mo35	mo35	11	15	13	12				65	65	65	20	20	15	125	100	75	45	50	50	80	80	80	9	9	9	12	12	12	30	30	30			ml343							1								1		1			1	1									sk421	S1	4	sk179	S1	4																			100	85	66	-50	-33	-25													50		33	100	33	33					25	25	25	5	191	381	85	149	51	119	93							200	350	110	150	50	120	140							200	350	110	150	50	120	140																																																	Council	Council	Council		Council (N)	Council (N)	Council (N)		Council (H)	Council (H)	Council (H)								0
ms348	348	ms348	ms349		Turret	ms348		mt5	ma94		PB	1													1	1				1	10	43	76	mo125	mo125	9	15	15	15				10	7	3	5	6	7	120	100	80	30	30	30	5	5	5																																1	1									sk203	mq23	1																									-50				50	95	50	85	1000		50	99	50	85	1000	25	50	99	50	85	1000									291	387	39	95										400	450	35	400										400	450	35	400																																																																						0
ms349	349	ms348	ms350	1	Turret	ms349		mt5	ma94		PB	1													1	1				1	10	43	76	mo125	mo125	9	15	15	15				10	7	3	6	7	8	120	100	80	30	30	30	5	5	5																																1	1									sk203	mq23	1																									-50				50	95	50	85	1000		50	99	50	85	1000	25	50	99	50	85	1000									291	387	39	95										400	450	35	400										400	450	35	400																																																																						0
ms350	350	ms348		2	Turret	ms350		mt5	ma94		PB	1													1	1				1	10	43	76	mo125	mo125	9	15	15	15				10	7	3	7	8	9	120	100	80	30	30	30	5	5	5																																1	1									sk203	mq23	1																									-50				50	95	50	85	1000		50	99	50	85	1000	25	50	99	50	85	1000									291	387	39	95										400	450	35	400										400	450	35	400																																																																						0
ms351	351	ms351			Hydra	ms351		mt0	ma86		HX	1													1	1								mo68	mo68		15	15	15																																				1														1	1			1						sk388	A1	1																																														2																																																																																																											0
ms352	352	ms352			Hydra	ms352		mt0	ma86		21	1													1	1								mo68	mo68		15	15	15																																				1														1	1			1						sk388	A1	1																																														2																																																																																																											0
ms353	353	ms353			Hydra	ms353		mt0	ma86		HZ	1													1	1								mo68	mo68		15	15	15																																				1														1	1			1						sk388	A1	1																																														2																																																																																																											0
ms354	354	ms354			a trap	ms354		mt5	ma87		M4	1													1	1				1				mo109	mo109		15	15	15				70	70	70	15	15	15																												1													1																																																										2							5	284	379	38		75	150	180									35		75	150	180									35		75	150	180																																																																			0
ms355	355	ms355			Dummy	ms355		mt0	ma88		9A	1													1	1								mo31	mo31		15	15	15																												ml93																										1																																																						2																																																																																																											0
ms356	356	ms356			Dopplezon	ms356		mt0	ma1		VK	1													1	1		9	9					mo45	mo45	14	15	15	15																																				1		1												1				1																																	-50	-50	-50																			15		1		28	28	28	5	10	10	141											10	10	152											10	10	164																																																																							0
ms357	357	ms357			Valkyrie	ms357		mt0	ma106		VK	1													1	1		60	60					mo127	mo127	11	6	6	6				20	10	10	20	36	36	60	60	60													32											1		1			1	1								1				1						sk14	A1	1																									-75	-75	-75																					1		28	28	28	5	200	280	141		9	24	250	18	37	250				300	380	152		13	35	300	26	53	300				900	980	164		16	41	350	31	62	350																																																																0
ms358	358	ms358			Dummy	ms358		mt4	ma1		SK	1													1	1		8	8					mo81	mo81	11	15	15	15																												ml120								1		1				1					1			1	1			1						sk10	mq31	1																						100	100	100	-50	-50	-50						70						70						70					17	17	17	5	577	770	84																								120	170	125																																																																							0
ms359	359	ms359			Iron Wolf	ms359		mt4	ma61		IW	1													1	1		7	11		1	34	67	mo3	mo3	11	1	1	1																																				1						1					1			1	1																																	100	100	100	-50	-50	-50																			4																																																																																																											0
ms360	360	ms360	ms361		Balrog	ms360		mt47	ma89		DM	1													1	2		10	16	1	24	55	82	mo82	mo82	10	15	13	11				50	65	80	40	50	55	80	85	90	70	70	70	50	50	50	75	60	45																1								1		1			1	1									sk319	S1	6																						100	85	66	-50	-40	-33			70						80				50		110	75	50	75	2				32	32	32	5	191	229	101	129	51	94	125							210	250	115	130	100	160	160							210	250	115	130	100	160	160																																																	Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
ms361	361	ms360	ms362	1	PitLord	ms361		mt47	ma89		DM	1													1	3		10	16	1	27	56	83	mo82	mo82	10	15	13	11				55	70	85	45	55	60	80	90	95	70	70	70	60	60	60	75	60	45																1								1		1			1	1									sk319	S1	7																						100	85	66	-50	-40	-33			70						80				50		120	75	50	75	2				36	36	36	5	190	229	101	140	53	101	126							210	250	115	130	100	160	160							210	250	115	130	100	160	160																																																	Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
ms362	362	ms360	ms686	2	VenomLord	ms362		mt47	ma89		DM	1													2	3		10	16	1	30	57	84	mo82	mo82	10	15	13	11				60	75	90	50	60	65	80	95	97	70	70	70	70	70	70	75	60	45																1								1		1			1	1									sk319	S1	8																						100	85	66	-50	-40	-33			70			70			80			100	50		130	75	50	75	2				39	39	39	5	191	228	101	152	53	95	125							210	250	115	130	100	160	160							210	250	115	130	100	160	160																																																	Act 4 H2H B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
ms363	363	ms363			NecroSkeleton	ms363	mp16	mt8	ma67		SK	1													1	1		13	15	1				mo88	mo88	10	15	15	15				60	60	60	75	75	75	15	15	15	50	50	50																					1						1	1				1			1	1			1																																	-75	-75	-75	10		45	45	45	45	10		60	60	60	60	10		75	75	75	75	4		1		3	3	3	5	21	21	5		1	2	5	1	2	5				30	30	5		1	2	4	1	2	4				42	42	6		1	2	6	1	2	6																																																																0
ms364	364	ms364			NecroMage	ms364		mt8	ma67		SK	1													1	1		12	14	1				mo87	mo87	10	15	15	15				80	80	80	75	75	75	15	15	15	50	50	50																					1						1	1				1			1	1			1						sk338	A1	1																									-75	-75	-75			45	45	45	45			60	60	60	60			75	75	75	75	4		1		3	3	3	5	61	61	24		1	2	5	1	2	5				88	88	26		1	2	4	1	2	4				123	123	28		1	2	6	1	2	6																																																																0
ms365	365	ms365			Griswold	ms365		mt1	ma90		GZ	1													1	1		3	4		5	39	84	mo138	mo138	11	15	13	10																																						1					1				1	1		1																																		100	85	66	-50	-40	-33						50						50	50			50		120	2				6	6	6	5	608	608	84	273	51	151	91							608	608	80	273	50	150	100							608	608	80	273	50	150	100																																																	Griswold	Griswold	Griswold		Griswold (N)	Griswold (N)	Griswold (N)		Griswold (H)	Griswold (H)	Griswold (H)								0
