name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
am3 	aspe	2han	am3	am3	am3	100		3	1				1	20	26			15	4	-10	80	50	54	40	56		18	14	1672	41596		302	spr	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
am4 	aspe	2han	am4	pik	am4	100		3	1				1	25	60			15	4		80	50	63	52	50		27	20	2023	70621		302	spr	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6		3 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
am5 	ajav		am5	pil	am5	100		3	1	8	14					6	22	15	2	-10	80	50	33	47	12		23	17	48	15104		302	jav	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	32	80	80	flpam5	invam5						primarily thrown		so245	12	so245			5	0					371	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
ob6 	orb		ob6	ob1	ob6	100		2	1	8	21							14		-10	100				40		32	24	804	44228	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
ob7 	orb		ob7	ob1	ob7	100		3	1	10	26							14		-10	100				60		37	27	1689	83493	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
ob8 	orb		ob8	ob3	ob8	100		3	1	11	29							14			100				70		41	30	2598	129518	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
ob9 	orb		ob9	ob4	ob9	100		4	1	13	32							14			100				80		46	34	3969	208074	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
oba 	orb		oba	ob4	oba	100		5	1	18	42							14		10	100				100		50	37	6255	340250	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
am6 	abow		am6	am1	am6	100		3	1				1	20	36			13				100	56	77	48	1	39	29	7800	326200		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
am7 	abow		am7	am2	am7	100		3	1				1	24	51			13		10		100	73	110	55	1	47	35	11025	544175		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
am8 	aspe	2han	am8	am3	am8	100		3	1				1	43	64			15	4	-10	80	50	101	80	56		43	32	5316	252588		302	spr	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
am9 	aspe	2han	am9	pik	am9	100		3	1				1	52	122			15	4	10	80	50	115	98	50		51	38	6369	352819		302	spr	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6		3 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
ama 	ajav		ama	pil	ama	100		3	1	23	44					22	68	15	2	-10	80	50	25	109	12		35	26	444	35540		302	jav	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	32	80	80	flpam5	invam5						primarily thrown		so245	12	so245			5	0					371	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
obb 	orb		obb	ob1	obb	100		2	1	21	46							14		-10	100				40		59	44	21051	1274009	1	303	bst	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
obc 	orb		obc	ob1	obc	100		3	1	18	50							14		-10	100				60		67	50	19367	1333589	1	303	bst	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
obd 	orb		obd	ob3	obd	100		3	1	23	55							14			100				70		75	56	22094	1697050	1	303	bst	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
obe 	orb		obe	ob4	obe	100		4	1	12	66							14			100				80		84	63	25207	2161888	1	303	bst	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
obf 	orb		obf	ob4	obf	100		5	1	30	53							14		10	100				100		85	66	20065	1750525	1	303	bst	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4				so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
amb 	abow		amb	am1	amb	100		3	1				1	22	52			13		-10		100	87	187	48	1	53	39	23700	1285100		300	sbw	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
amc 	abow		amc	am2	amc	100		3	1				1	15	79			13		10		100	108	152	55	1	78	58	33375	2644750		300	sbw	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
amd 	aspe	2han	amd	am3	amd	100		3	1				1	72	105			15	4	-10	80	50	114	142	56		61	45	16248	1024128		302	spr	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
ame 	aspe	2han	ame	pik	ame	100		3	1				1	40	168			15	4	10	80	50	132	149	50		81	60	19407	1614967		302	spr	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6		3 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx	xxx	1	
amf 	ajav		amf	pil	amf	100		3	1	30	54					35	66	15	2	-10	80	50	107	151	12		65	48	302	54630		302	jav	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	32	80	80	flpam5	invam5						primarily thrown		so245	12	so245			5	0					371	7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx	xxx	1	
