Id	Height	OverlayHeight	pixHeight	SizeX	SizeY	spawnCol	MeleeRng	BaseW	HitClass	HDv	TRv	LGv	Rav	Lav	RHv	LHv	SHv	S1v	S2v	S3v	S4v	S5v	S6v	S7v	S8v	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	mDT	mNU	mWL	mGH	mA1	mA2	mBL	mSC	mS1	mS2	mS3	mS4	mDD	mKB	mSQ	mRN	dDT	dNU	dWL	dGH	dA1	dA2	dBL	dSC	dS1	dS2	dS3	dS4	dDD	dKB	dSQ	dRN	A1mv	A2mv	SCmv	S1mv	S2mv	S3mv	S4mv	noGfxHitTest	htTop	htLeft	htWidth	htHeight	restore	automapCel	noMap	noOvly	isSel	alSel	noSel	shiftSel	corpseSel	isAtt	revive	critter	small	large	soft	inert	objCol	deadCol	unflatDead	Shadow	noUniqueShift	compositeDeath	localBlood	Bleed	Light	light-r	light-g	light-b	Utrans	Utrans(N)	Utrans(H)	Heart	BodyPart	InfernoLen	InfernoAnim	InfernoRollback	ResurrectMode	ResurrectSkill	EOL
ms395	3	2	96	2	2			1ht	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		gpl	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255				xxx	xxx	1			NU		0
ms396	1	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		255	255	255				xxx	xxx	1			xx	sk158	0
ms397	1	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		255	255	255				xxx	xxx	1			xx	sk158	0
ms398	1	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		255	255	255				xxx	xxx	1			xx	sk158	0
ms399	1	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		255	255	255				xxx	xxx	1			xx	sk158	0
ms400	1	1	48	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		255	255	255				xxx	xxx	1			xx	sk158	0
ms401	3	2	96	2	2			hth	3		lit																1															1		1			1												16	16	8	8	16	8	8	8	8	8	8	8	16	8	8	8													1															1				1					3	255	255	255				xxx	xxx	1			NU		0
ms402	3	2	96	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1			1		255	255	255				xxx	xxx	1			NU		0
ms403	3	3	128	2	2		1	hth	3		lit							lit									1							1								2	1	1			1	1			1	1	1		1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1								1	-60	-20	40	70	1				1					1								1	1	1				1		255	255	255				xxx	xxx	1			NU		0
ms404	3	3	128	2	2		1	hth	3		lit							lit									1							1								2	1	1			1	1			1	1	1		1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1								1	-60	-20	40	70	1				1					1								1	1	1				1		255	255	255				xxx	xxx	1			NU		0
ms405		2	80	2	2			hth	3		lit							lit									1							1								2		1	1						1	1					1		8	8	8	8	8	8	8	8	1	1	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255				xxx	xxx	1			NU		0
ms406	4	4	144	2	2			hth	3		lit							lit									1															1	1	1							1				1		1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1								1	-150	-22	44	100					1	1										1				1	1				5	255	255	255				xxx	xxx	1			NU		0
ms407	1	1	48	2	2			1hs	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		255	255	255				xxx	xxx	1			NU		0
ms408	4	2	128	3	3			hth	3		lit							lit									1							1								2		1															8	8	8	8	8	8	8	8	1	1	8	8	8	8	8	8													1				1	1									1	1				1	1				5	255	255	255				xxx	xxx	1			NU		0
ms409	3	2	96	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1			1	5	255	255	255				xxx	xxx	1			NU		0
Expansion																																																																																																																													0
ms410	1	1	128					hth	3		lit																1															1	1	1							1	1			1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1			1									1							1						255	255	255				xxx	xxx	1			NU		0
ms411	1	1	128					hth	3		lit							lit									1							1								2	1	1							1	1			1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1									1							1		1				255	255	255				xxx	xxx	1			NU		0
ms412	1	1	128					hth	3		lit							lit									1							1								2	1	1							1	1			1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1									1							1		1				255	255	255				xxx	xxx	1			NU		0
ms413	1	1	128					hth	3		lit																1															1	1	1	1						1				1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1									1							1		1				255	255	255				xxx	xxx	1			NU		0
ms414	1	1	128					hth	3		lit																1															1	1	1							1				1				16	16	16	8	16	8	8	8	16	16	8	8	16	8	8	8													1			1			1			1																255	255	255				xxx	xxx	1			NU		0
ms415	1	1	128					hth	3		lit																1															1	1	1			1				1	1			1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1			1									1							1						255	255	255				xxx	xxx	14	9		NU		0
ms416	1	1	128					hth	3		lit							lit									1															1	1	1							1	1			1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1			1									1							1						255	255	255				xxx	xxx	1			NU		0
ms417	1	1	128	2	2			hth	3		lit																1							1								2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	8	8	8	8	8	8	8	4	8	8	1													1				1					1			1							1						255	255	255				xxx	xxx	1			NU		0
ms418	1	1	128	2	2			hth	3		lit																1							1								2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	8	8	8	8	8	8	8	4	8	8	1													1				1					1			1							1						255	255	255				xxx	xxx	1			NU		0
ms419	3	3	88					hth	3		lit							lit									1							1								2	1	1	1		1				1				1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8																1									1							1						255	255	255				xxx	xxx	1			NU		0
ms420	3	3	88	2	2		1	hth	3		lit							lit	lit								1							1	1							3	1	1	1	1	1				1				1	1	1	1	8	8	16	8	8	8	8	8	8	8	8	8	8	8	8	16																	1					1										1				1		255	255	255				xxx	xxx	1			NU		0
ms421	3	3	88	2	2		1	hth	3		lit							lit	lit								1							1	1							3	1	1	1	1	1				1				1	1	1	1	8	8	16	8	8	8	8	8	8	8	8	8	8	8	8	16																	1					1										1				1		255	255	255				xxx	xxx	1			NU		0
ms422	2	2	88	2	2			hth	3		lit																1															1	1	1	1										1				1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8																	1					1										1					4	255	255	255				xxx	xxx	1			NU		0
ms423	2	2	88	2	2			hth	3		lit																1															1	1	1	1										1				1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8																	1					1										1					4	255	50	50				xxx	xxx	1			NU		0
ms424	2	2	88	2	2			hth	3		lit																1															1	1	1	1										1				1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8																	1					1										1					4	255	255	255				xxx	xxx	1			NU		0
ms425	1	1	96				2	hth	3		lit																1															1	1	1	1		1				1				1				16	16	16	8	16	8	8	8	16	16	8	8	16	8	8	8																1									1							1						255	255	255				xxx	xxx	1			NU		0
ms426	1	1	96				1	hth	3		lit																1															1	1	1	1		1				1				1				16	16	16	8	16	8	8	8	16	16	8	8	16	8	8	8																1									1							1						255	255	255				xxx	xxx	1			NU		0
ms427	1	1	96				1	hth	3		lit																1															1	1	1	1		1				1				1				16	16	16	8	16	8	8	8	16	16	8	8	16	8	8	8																1									1							1						255	255	255				xxx	xxx	1			NU		0
ms428	3	3	104	2	2		2	hth	3		lit							lit	lit								1							1	1							3	1	1	1	1	1	1			1				1	1	1		8	8	16	8	8	8	8	8	8	8	8	8	8	8	8	16													1				1					1				1						1				2		255	255	255				xxx	xxx	1			NU		0
ms429	2	3	96	2	2			hth	3		lit							lit									1							1								2		1	1	1	1	1	1							1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1				1		255	255	255				xxx	xxx	1			NU		0
ms430	3	3	96	2	2			hth	3		lit							lit									1							1	1							3		1	1	1	1	1	1	1	1		1	1		1		1	8	8	16	8	8	8	8	8	8	8	8	8	8	8	8	16													1				1				1	1	1			1						1				1		255	255	255				xxx	xxx	1			NU		0
ms431	3	3	104	2	2			hth	3		lit							lit	lit								1							1	1							3		1	1	1	1	1	1	1	1		1	1		1		1	8	8	16	8	8	8	8	8	8	8	8	8	8	8	8	16													1				1				1	1	1			1						1				2		255	255	255				xxx	xxx	1			NU		0
ms432	3	3	128	3	3	3		hth	3		lit																1															1	1	1		1					1				1				1	1	8	1	8	8	8	8	1	8	8	8	1	8	8	8													1			1	1					1				1		1	1			1						255	255	255				xxx	xxx	1			NU		0
ms433	3	3	128	3	3	3		hth	3		lit																1															1	1	1		1					1				1				1	1	8	1	8	8	8	8	1	8	8	8	1	8	8	8													1			1	1					1				1		1	1			1						255	255	255				xxx	xxx	1			NU		0
ms434	3	3	128	3	3	3		hth	3		lit																1															1	1	1											1				1	1	8	1	8	8	8	8	1	8	8	8	1	8	8	8													1			1	1					1				1		1				1						255	255	255				xxx	xxx	1			NU		0
ms435	3	3	128	3	3	3		hth	3		lit							lit						lit			1							1						1		3	1	1		1									1				1	1	8	1	8	8	8	8	8	8	8	8	1	8	8	8													2	1258		1	1					1				1		1		1	1	1		1				255	255	255				xxx	xxx	1			NU		0
ms436	3	2	72	2	2			hth	3	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	clm			"lit,hvy"	"lit,hvy"							1	1	1	1	1	1			1	1							8	1	1	1	1	1	1			1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255				xxx	xxx	1			NU		0
ms437	3	2	72	2	2			hth	3	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	clm			"lit,hvy"	"lit,hvy"							1	1	1	1	1	1			1	1							8	1	1	1	1	1	1			1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255				xxx	xxx	1			NU		0
ms438	3	2	72	2	2			hth	3	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	clm			"lit,hvy"	"lit,hvy"							1	1	1	1	1	1			1	1							8	1	1	1	1	1	1			1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255				xxx	xxx	1			NU		0
ms439	3	2	72	2	2			hth	3	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	clm			"lit,hvy"	"lit,hvy"							1	1	1	1	1	1			1	1							8	1	1	1	1	1	1			1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255				xxx	xxx	1			NU		0
ms440	3	2	72	2	2			hth	3	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	"lit,hvy"	clm			"lit,hvy"	"lit,hvy"							1	1	1	1	1	1			1	1							8	1	1	1	1	1	1			1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255				xxx	xxx	1			NU		0
ms441	2	2	128	3	3			hth	3		lit		lit	lit				lit	lit	lit	lit			lit			1		1	1				1	1	1	1			1		8	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1				255	255	255				xxx	xxx	1			NU		0
ms442	2	2	128	3	3			hth	3		lit		lit	lit				lit	lit	lit	lit			lit			1		1	1				1	1	1	1			1		8	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1				255	255	255				xxx	xxx	1			NU		0
ms443	2	2	128	3	3			hth	3		lit		lit	lit				lit	lit	lit	lit			lit			1		1	1				1	1	1	1			1		8	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1				255	255	255				xxx	xxx	1			NU		0
ms444	2	2	128	3	3			hth	3		lit		lit	lit				lit	lit	lit	lit			lit			1		1	1				1	1	1	1			1		8	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1				255	255	255				xxx	xxx	1			NU		0
ms445	2	2	128	3	3			hth	3		lit		lit	lit				lit	lit	lit	lit			lit			1		1	1				1	1	1	1			1		8	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1				255	255	255				xxx	xxx	1			NU		0
ms446	3	2	96	3	3			hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms447	3	2	96	3	3			hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms448	3	2	96	3	3			hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms449	3	2	96	3	3			hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms450	3	2	96	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255				xxx	xxx	1			NU		0
ms451	3	2	96	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255				xxx	xxx	1			NU		0
ms452	3	2	96	2	2			hth	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255				xxx	xxx	1			NU		0
ms453	2	2	64	3	3			hth	3	lit	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1		255	255	255				xxx	xxx	1			NU		0
ms454	2	2	64	3	3			hth	3	lit	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1		255	255	255				xxx	xxx	1			NU		0
ms455	2	2	64	3	3			hth	3	lit	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1		255	255	255				xxx	xxx	1			NU		0
ms456	2	2	64	3	3			hth	3	med	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1		255	255	255				xxx	xxx	1			NU		0
ms457	2	2	64	3	3			hth	3	med	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1		255	255	255				xxx	xxx	1			NU		0
ms458	2	2	64	3	3			hth	3	med	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1		255	255	255				xxx	xxx	1			NU		0
ms459	2	2	64	3	3			hth	3	hvy	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1		255	255	255				xxx	xxx	1			NU		0
ms460	2	2	64	3	3			hth	3	hvy	lit				"lit,med,hvy"		"med,hvy"	lit								1	1				1		1	1								5	1	1	1	1	1	1							1	1		1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1		1		1		255	255	255				xxx	xxx	1			NU		0
ms461	2	2	64	3	3			hth	3	hvy	lit															1	1															2	1	1	1						1				1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	5	230	168	255				xxx	xxx	1			NU		0
ms462	2	2	64	3	3			hth	3	hvy	lit															1	1															2	1	1	1						1				1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	5	230	168	255				xxx	xxx	1			NU		0
ms463	2	2	64	3	3			hth	3	hvy	lit															1	1															2	1	1	1						1				1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	5	230	168	255				xxx	xxx	1			NU		0
ms464	2	2	64	3	3			hth	3	med	lit															1	1															2	1	1	1						1				1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	5	230	168	255				xxx	xxx	1			NU		0
ms465	2	2	64	3	3			hth	3	med	lit															1	1															2	1	1	1						1				1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	5	230	168	255				xxx	xxx	1			NU		0
ms466	2	2	64	3	3			hth	3	med	lit															1	1															2	1	1	1						1				1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	5	230	168	255				xxx	xxx	1			NU		0
ms467	2	2	64	3	3			hth	3	hvy	lit															1	1															2	1	1	1						1				1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	5	230	168	255				xxx	xxx	1			NU		0
ms468	2	2	64	3	3			hth	3	hvy	lit															1	1															2	1	1	1						1				1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	5	230	168	255				xxx	xxx	1			NU		0
ms469	2	3	96	2	2			hth	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1			NU		0
ms470	2	3	96	2	2			hth	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1			NU		0
ms471	2	3	96	2	2			hth	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1			NU		0
ms472	2	3	96	2	2			hth	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1			NU		0
ms473	2	3	96	2	2			hth	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1			NU		0
ms474	2	3	96	2	2			hth	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1			NU		0
ms475	2	3	96	2	2			hth	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1			NU		0
ms476	2	3	96	2	2			hth	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1			NU		0
ms477	2	3	96	2	2			hth	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1			NU		0
ms478	2	3	96	2	2			hth	3		lit							lit									1															2	1	1	1	1	1					1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255				xxx	xxx	1			NU		0
ms479	3	3	96	3	3			hth	3	lit	lit		lit	lit		lit		lit	lit	lit	lit					1	1		1	1		1		1	1	1	1					9	1	1	1	1	1	1			1	1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms480	3	3	96	3	3			hth	3	lit	lit		hvy	lit		lit		lit	med	lit	lit					1	1		1	1		1		1	1	1	1					9	1	1	1	1	1	1			1	1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms481	3	3	96	3	3			hth	3	med	hvy		lit	"lit,hvy"		lit		med	"lit,med"	lit	lit					1	1		1	1		1		1	1	1	1					9	1	1	1	1	1	1			1	1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms482	3	3	96	3	3			hth	3	"med,hvy"	hvy		lit	hvy		lit		"med,med"	lit	lit	lit					1	1		1	1		1		1	1	1	1					9	1	1	1	1	1	1			1	1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms483	3	3	96	3	3			hth	3	hvy	hvy		hvy	hvy		lit		hvy	hvy	lit	lit					1	1		1	1		1		1	1	1	1					9	1	1	1	1	1	1			1	1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2		255	255	255				xxx	xxx	1			NU		0
ms484	3	3	128	3	3			hth	3		lit							lit	lit								1							1	1							3	1	1			1				1				1				1	1	8	8	1	8	8	8	8	8	8	8	1	8	8	8													2								1	1	1			1						1						250						xxx	xxx	1			NU		0
ms485	3	3	128	3	3			hth	3		lit							lit	lit								1							1	1							3	1	1			1				1				1				1	1	8	8	1	8	8	8	8	8	8	8	1	8	8	8													2								1	1	1			1						1						250						xxx	xxx	1			NU		0
ms486	3	3	128	3	3			hth	3		lit							lit	lit								1							1	1							3	1	1			1				1				1				1	1	8	8	1	8	8	8	8	8	8	8	1	8	8	8													2								1	1	1			1						1						250						xxx	xxx	1			NU		0
ms487	3	3	128	3	3			hth	3		lit							lit	lit								1							1	1							3	1	1			1				1				1				1	1	8	8	1	8	8	8	8	8	8	8	1	8	8	8													2								1	1	1			1						1						250						xxx	xxx	1			NU		0
ms488	3	3	128	3	3			hth	3		lit							lit	lit								1							1	1							3	1	1			1				1				1				1	1	8	8	1	8	8	8	8	8	8	8	1	8	8	8													2								1	1	1			1						1						250						xxx	xxx	1			NU		0
ms489	3	3	128	3	3			hth	3		lit							lit	lit								1							1	1							3	1	1			1				1				1				1	1	8	8	1	8	8	8	8	8	8	8	1	8	8	8													2								1	1	1			1						1						250						xxx	xxx	1			NU		0
ms490	3	3	128	3	3			hth	3		lit							lit	lit								1							1	1							3	1	1			1				1				1				1	1	8	8	1	8	8	8	8	8	8	8	1	8	8	8													2								1	1	1			1						1						250						xxx	xxx	1			NU		0
ms491	3	3	128	3	3			hth	3		lit							lit	lit								1							1	1							3	1	1			1				1				1				1	1	8	8	1	8	8	8	8	8	8	8	1	8	8	8													2								1	1	1			1						1						250						xxx	xxx	1			NU		0
ms492	1	1	64	2	2			hth	3		lit																1															1	1	1	1	1	1			1	1	1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		250						xxx	xxx	1	6		NU		0
ms493	1	1	64	2	2			hth	3		lit																1															1	1	1	1	1	1			1	1	1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		250						xxx	xxx	1	6		NU		0
ms494	1	1	64	2	2			hth	3		lit																1															1	1	1	1	1	1			1	1	1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		250						xxx	xxx	1	6		NU		0
ms495	1	1	64	2	2			hth	3		lit																1															1	1	1	1	1	1			1	1	1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		250						xxx	xxx	1	6		NU		0
ms496	1	1	64	2	2			hth	3		lit																1															1	1	1	1	1	1			1	1	1			1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		250						xxx	xxx	1	6		NU		0
ms497	3	2	64	3	3			hth	3	lit	lit	lit	lit	lit					lit	lit				lit		1	1	1	1	1					1	1				1		8	1	1			1								1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1								1	-70	-80	130	110	2				1					1				1		1				1						250						xxx	xxx	1			NU		0
ms498	3	2	64	3	3			hth	3	lit	lit	lit	lit	lit					lit	lit				lit		1	1	1	1	1					1	1				1		8	1	1			1								1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1								1	-70	-60	130	110	2				1					1				1		1				1						250						xxx	xxx	1			NU		0
ms499	3	2	64	3	3			hth	3	lit	lit	lit	lit	lit					lit	lit				lit		1	1	1	1	1					1	1				1		8	1	1			1								1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1								1	-70	-60	130	110	2				1					1				1		1				1						250						xxx	xxx	1			NU		0
ms500	3	2	64	3	3			hth	3	lit	lit	lit	lit	lit					lit	lit				lit		1	1	1	1	1					1	1				1		8	1	1			1								1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1								1	-70	-80	130	110	2				1					1				1		1				1						250						xxx	xxx	1			NU		0
ms501	1	3	64	3	3		4	hth	3		lit																1							1								2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1		250						xxx	xxx	1	9	10	NU		0
ms502	1	3	64	3	3		4	hth	3		lit																1							1								2	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1		250						xxx	xxx	1	9	10	NU		0
