skill	Id	charclass	skilldesc	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk56	56	sor	sd56		28												ml101	ml101	ml101						ln12																																																				so2399	so0			so0	so0	so0		so0		so0	ol30				28					ml101												1	6		none												SC	SC	xx					4				1								1						so2399	ol30		24	20					sk47	sk51						16	1						1	7	34	1	1										ln12	radius							8	radius of explosion		radius per level	50	Frames of fire		Frames of fire per level					10	ele damage synergy	10	phys damage synergy	1								8		20	7	10	13	15	17	25	9	12	15	18	21	((skill('sk47'.blvl)+skill('sk51'.blvl))+skill('sk41'.blvl))*par7	fire	20	4	4	5	6	7	25	6	6	7	8	9	((skill('sk47'.blvl)+skill('sk51'.blvl))+skill('sk41'.blvl))*par7+stat('is329'.accr)								768	70000
sk57	57	sor	sd57	13	29												ml166					st38		ln12																																																					so2443	so0			so0	so0	so0		so0	ol1	so0	ol186					84				ml166												1	5		none												SC	SC	xx																							so0			24	20					sk48	sk49													1	8	19		1			1	par3-(blvl*25)/20														800	duration	200	additional duration/level	50	base repeat time	1	frame decrease per level					17	radius	6	damage synergy	1								8															ltng	1	2	3	4	5	6	100	4	5	6	7	8	(skill('sk38'.blvl)+skill('sk48'.blvl))*par8								768	70000
sk58	58	sor	sd58		23																	st30		ln12														ev11	24																																						so2398	so0			so2404	so0	so0		so0	ol87	so0	ol186																					1	4		none												SC	SC	xx																	1						so2398	ol186		24	20					sk54	sk53													1	8	5		1	1									min(edmn,85)	damage absorption	par5-skill('sk43'.blvl)	ratio					3600	duration	1500	additional duration/level					36	Mana Damage mult in sixteenths							1								8															ltng	15	2	2	2	2	2															768	70000
sk59	59	sor	sd59		28												ml158	ml158	ml158																																																										so2397	so0			so0	so0	so0		so0		so0	ol33				28					ml158												1	7		none												SC	SC	xx					4				1								1						so2397	ol33		24	20					sk44	sk55						25	1						1	7	26	1	1										par1	radius	par3	frequency					7	radius			2	Missile delay		Change duration in Missiles.xls							12	damage synergy	1								8															cold	15	6	8	10	12	14	25	8	10	12	14	16	(skill('sk39'.blvl)+skill('sk55'.blvl))*par8	100							768	70000
sk60	60	sor	sd60		18												ml264					st20		ln34		is171	ln12											ev0	1	ev1	3																																				so2397	so0			so2440	so0	so0		so0		so0	ol33	ol44								ml264												1	5		none												SC	SC	xx					4			1									1			1			so2397			24	20					sk50														1	8	17		1	1																	45	% AC Bonus	5	% AC bonus per level	6000	duration	75	duration per level						duration synergy	20	damage synergy	1								7															cold	10	3	6	9	12	15	14	4	7	10	13	16	skill('sk40'.blvl)*par8	100	5	5	5				768	70000
sk61	61	sor	sd61																																											st71		is329	ln12	is333	min(lvl,30)																										so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												20	% Damage bonus	4	% Damage bonus per level													1								8															fire																					896	80000
sk62	62	sor	sd62	14	144																																											is329	stat('is329'.accr)	is333	stat('is333'.accr)/2									ms351	pt19	9+stat('is463'.accr)	S2	sk388	lvl	sk36	skill('sk36'.blvl)	sk47	skill('sk47'.blvl)							1	so2399	so0			so0	so0	so0		so0		so0	ol30			17																		1	7		none												SC	SC	S1					4												1				1		so2399	ol30		30	20					sk52								1						1	7	40	1	1																		150	duration		additional duration/level											6	damage synergy	1								7															fire	84	16	23	31	38	44	117	20	25	35	41	47	(skill('sk36'.blvl)+skill('sk383'.blvl))*par8								896	80000
sk63	63	sor	sd63																																											st72		is330	ln12																												so0	so0			so0	so0	so0		so0		so0																						1	5		none												SC	SC	xx																							so0			30	20													1							8			1						1												50	% Damage bonus	12	% Damage bonus per level													1								8															ltng																					896	80000
sk64	64	sor	sd64											ml260																																																															so2397	so0			so0	so0	so0		so0		so0	ol33				29					ml260												1	8		none												SQ	SC	SC	12																1						so2397			30	20					sk59								1						1	7	28	1	1																																4	damage synergy	1								7															cold	100	3	9	15	21	27	110	5	11	17	23	29	(skill('sk39'.blvl)+skill('sk45'.blvl))*par8	200	5	5	5				896	80000
sk65	65	sor	sd65																																											st73		is335	min(ln12,45)	is331	ln34																										so0	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																							so0			30	20													1							8			1						1												5	lower resist	1	lower resist per level	10	% inc cold dmg	2	% cold dmg per level									1								8															cold																					896	80000
sk66	66	nec	sd66		30																3		st9	ln34	(par1+lvl/3)+skill('sk374'.blvl)/3	is36	-min((par5+par6*lvl)+skill('sk374'.blvl)/2,60)																																																		so2464	so0			so0	so0	so0		so0		so0				18	30					ml181		ml147										1	10		none												SC	SC	S2					4												1						so2464			1	20													1						1	6	8	1	1																		6	radius	1	radius per level	100	duration	5	additional duration/level	10	% additional damage taken	1	increase per level					1								8															mag																					256	30000
sk67	67	nec	sd67		8												ml114																																																												so2447	so0			so0	so0	so0		so0		so0				19	17					ml114	ml114	ml218										1	1		none												SC	SC	xx																	1						so2447			1	20													1						1	7	6	1	1										min(ln12,24)	# missiles	par3	activation frame					2	number of missiles	1	additional missiles/level		Acivation frame of teeth									25	damage synergy	1								7															mag	3	1	2	8	15	23	6	2	3	10	18	27	((skill('sk68'.blvl)+skill('sk84'.blvl))+skill('sk93'.blvl))*par8+stat('is357'.accr)								256	30000
sk68	68	nec	sd68		18																	st14				is132	(ln12+(skill('sk78'.blvl)+skill('sk88'.blvl))*par8)*256	is133	(ln12+(skill('sk78'.blvl)+skill('sk88'.blvl))*par8)*256									ev11	22																																						so2448	so0			so0	so0	so0		so0		so0																						1	3		none												SC	SC	xx																	1						so2448			6	20					sk67							13							1	8	11	1	1	1																	20	damage absorbed	10	additional absorbed/level											15	absorb synergy	1								8															mag																					256	30000
sk69	69	nec	sd69																																											st97																															so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx																							so0			1	20					sk70															8			1						1												15	additional hit points/level	2	additional damage per level	10	dmg%/lvl for warriors											1								8															mag																					256	30000
sk70	70	nec	sd70	15	31																					is25	(lvl<4)?0:((lvl-3)*par3)	is19	(lvl+skill('sk69'.lvl))*par4	is31	(lvl+skill('sk69'.lvl))*par5																	is7	(skill('sk69'.lvl)*skill('sk69'.par1))*256	is111	skill('sk69'.lvl)*skill('sk69'.par2)+edmn	is67	min(skill('sk69'.lvl),40)							ms363	pt4	min((lvl<4)?lvl:(2+lvl/3),8)+stat('is461'.accr)	S1													1	so2470	so0			so0	so0	so0		so0		so0				20	31					ml115												1			none												SC	SC	xx								1		2	1												so0			1	20																			1	8	6	1	1										(lvl<4)?0:(par2*(lvl-3))	hp % adjustment							5	% chance of shield	50	hp%/lvl	10	dmg%/lvl	75	to hit/lvl	20	ac/lvl					10	damage Synergy	1								8															mag		1	1	2	3	3							(skill('sk80'.blvl)+skill('sk69'.blvl))*par8								256	30000
sk71	71	nec	sd71		30																2		st23	ln34	par1+lvl/3	is19	-(ln56+skill('sk374'.blvl)*par8)																																																		so2464	so0			so0	so0	so0		so0		so0				18	30					ml182		ml147										1			none												SC	SC	xx					4												1						so2464			6	20																			1	6	24	1	1																		6	radius	1	radius per level	150	duration	25	additional duration/level	50	base ar reduc	15	ar reduc per level			10	debuff synergy	1								8															mag																					384	40000
sk72	72	nec	sd72		30																3		st19	ln34	(par1+lvl/3)+skill('sk374'.blvl)/3	is25	-(ln56+skill('sk374'.blvl)/2)																																																		so2464	so0			so0	so0	so0		so0		so0				18	30					ml183		ml147										1	9		none												SC	SC	SC					4												1						so2464			18	20					sk82														1	6	16	1	1																		6	radius	1	radius per level	250	duration	35	additional duration/level	10	% damage reduc	1	% damage reduc per level					1								8															mag																					384	40000
sk73	73	nec	sd73		164												ml714																																																												so0	so0			so0	so0	so0		so0		so0					102					ml714												1	4		h2h		knif										A1	A1	xx						1	1								1								so0			1	20													1						1	5	12	1	1										min(ln12,20)	poison pierce							1	pierce base	1	pierce per level											22	damage synergy	1	30	20						4	128														pois	1	1	4	10	18	26	2	1	4	10	18	26	(skill('sk83'.blvl)+skill('sk92'.blvl))*par8	50							384	40000
sk74	74	nec	sd74	17	55																				(par3+skill('sk74'.lvl)*par4>42)?42:(par3+skill('sk74'.lvl)*par4)																																																			1	so2457	so0			so0	so0	so0		so2458		so0				21	32					ml115	ml42	ml151										1			none												SC	SC	xx								1		1	1						1			3		1	so2457			6	20					sk73														1	6	20	1	1										par1	% target hp min damage	par2	% target hp max damage	par5	% is fire damage			5	% of base monster HP min damage	10	% of base monster HP max damage	14	radius (half squares)	1	additional radius/level (half squares)	50	% is fire damage					7	damage synergy	1								8		2	1	1	5	10	15	5	1	1	10	14	18	((skill('sk95'.blvl)+skill('sk83'.blvl))+skill('sk66'.blvl))*par8	fire	2	1	1	5	10	15	5	1	1	10	14	18	((skill('sk95'.blvl)+skill('sk83'.blvl))+skill('sk66'.blvl))*par8								384	40000
sk75	75	nec	sd75		56																					is150	dm34											ev1	27									is67	skill('sk79'.dm34)	is19	skill('sk79'.ln56)+lvl*par8	is25	par2*(lvl-1)+(((skill('sk94'.blvl)+skill('sk90'.blvl))+skill('sk85'.blvl))+skill('sk79'.blvl))*par6	is31	skill('sk90'.blvl)*skill('sk90'.par8)					ms289	pt3	1+skill('sk79'.blvl)/5	S1														so2470	so0			so0	so0	so0		so0		so0																						1	5		none												SC	SC	S1					4																		so0			6	20																			1	7	15	1	1	1									par7*lvl+skill('sk79'.ln12)	hp % adjustment									100	% Damage bonus per level		slow effect min	25	slow effect max			20	damage synergy	15	% HP bonus per level	20	clay golem attack synergy	1								8															mag																					384	40000
sk76	76	nec	sd76		30																3		st55	ln34	(par1+lvl/3)+skill('sk374'.blvl)/3													ev5	4																																						so2464	so0			so0	so0	so0		so0		so0				18	30					ml184		ml147										1	9		none												SC	SC	S2					4												1						so0			12	20					sk381														1	6	20	1	1										ln56+skill('sk0'.blvl)*par8	% damage to return	(ln56+skill('sk374'.blvl)*par8)/4	% damage to return vs. players	(ln56+skill('sk374'.blvl)*par8)/4	% damage to return other			6	radius		radius per level	150	duration	30	additional duration/level	200	% damage returned to accursed	25	% additional returned/level			6	damage synergy	1				16385		141		8															mag																					512	50000
sk77	77	nec	sd77		30																2		st56	par2	par1	is67	-((par3+par4*blvl)+skill('sk374'.blvl))																																																		so2464	so0			so0	so0	so0		so0		so0				18	30					ml185		ml147										1			none												SC	SC	xx					4												1						so2464			12	20					sk71														1	6	28	1	1																		10	radius	75	duration	5	-movement speed	2	-movement speed per level	24	Distance to run	2	Distance per level					1								8															mag																					512	50000
sk78	78	nec	sd78		60												ml207																																											ms344	pt0		S1														so2447	so0			so0	so0	so0		so0		so0				22																		1			none												SC	SC	xx					4												1						so2447			12	20					sk68							25							1	8	17		1										par1*(lvl-1)+(skill('sk68'.blvl)+skill('sk88'.blvl))*par8	hp % adjustment	par3	# of walls - 1					25	% additional HP per level	600	MAX duration	8	Max Monsters per wall		"Level, max monsters per wall"							10	life synergy	1								8															mag																					512	50000
sk79	79	nec	sd79																																											st111																															so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx																							so0			12	20					sk75								1							8			1						1												10	% HP bonus per level	10	% HP bonus per level		min velocity increase	40	max velocity increase	25	to hit	25	to hit/lvl					1								8															mag																					512	50000
sk80	80	nec	sd80	15	31																					is31	(lvl+skill('sk69'.lvl))*par5	is330	(skill('sk69'.lvl)*skill('sk69'.par2)+skill('sk70'.blvl)*par8)+stat('is330'.accr)	is329	(skill('sk69'.lvl)*skill('sk69'.par2)+skill('sk70'.blvl)*par8)+stat('is329'.accr)	is331	(skill('sk69'.lvl)*skill('sk69'.par2)+skill('sk70'.blvl)*par8)+stat('is331'.accr)	is332	(skill('sk69'.lvl)*skill('sk69'.par2)+skill('sk70'.blvl)*par8)+stat('is332'.accr)													is7	(skill('sk69'.lvl)*skill('sk69'.par1))*256	is67	10+min(skill('sk69'.lvl),25)									ms364	pt5	(min((blvl<4)?blvl:(2+blvl/3),8)+stat('is462'.accr))+stat('is466'.accr)	S1	sk338	skill('sk69'.lvl)+((lvl<4)?0:((lvl-2)/2))											1	so2470	so0			so0	so0	so0		so0		so0				20	31					ml115												1			none												SC	SC	xx								1		2	1												so0			12	20					sk70														1	8	8	1	1										(lvl<4)?0:(par2*(lvl-3))	hp % adjustment									14	hp%/lvl					10	ac/lvl					12	damage synergy	1								8															mag																					512	50000
sk81	81	nec	sd81		61																2		st59	ln34	par1+lvl/3	is68	(par5+par6*blvl)+skill('sk374'.blvl)*5																																																		so2464	so0			so0	so0	so0		so0		so0				18	30					ml188		ml147										1			none												SC	SC	xx					4												1						so2464			18	20					sk77														1	6	26	1	1																		6	radius	1	radius per level	175	duration	25	additional duration/level	10	% ias	10	% ias per level					1								8															mag																					640	60000
sk82	82	nec	sd82		30																3		st58	ln34	(par1+lvl/3)+skill('sk374'.blvl)/3													ev1	5	ev2	5																																				so2464	so0			so0	so0	so0		so0	ol151	so0				18	30					ml187		ml147										1	4		none												SC	SC	S2					4												1						so2464			12	20					sk66														1	6	16	1	1										(par5+par6*blvl)+skill('sk374'.blvl)/2	hp % returned							6	radius	1	radius per level	175	duration	35	additional duration/level	8	% damage healed	2	% additional heal/level					1								8															mag																					640	60000
sk83	83	nec	sd232		161												ml217																																												pt22	50	DD														so2472	so0			so0	so0	so0		so0		so0					101					ml217	ml115	ml152										1			none												SC	SC	xx																	1						so2472			12	20					sk74								1						1	7	24	1	1										5	# summons per cast							10	Max summons													16	damage synergy	1								4															pois	3	1	3	12	24	32	4	1	3	12	24	32	(skill('sk73'.blvl)+skill('sk92'.blvl))*par8	75							256	30000
